gen_loss,disc_loss
18.009308,-10.115569
34.650962829589844,-9.008898735046388
57.11725997924805,-13.277198791503906
41.34954833984375,-11.562396049499512
54.04924774169922,-18.325464248657227
55.28821563720703,-18.88810157775879
71.45382690429688,-11.026355743408203
70.76982116699219,-12.562362670898438
64.76290130615234,-14.857250213623049
71.72377014160156,-19.501373291015625
57.90563201904297,-12.737786293029783
81.50457763671875,-2.354896545410156
64.573486328125,-9.965087890625
60.20309829711914,-22.744945526123047
58.80228042602539,-13.480334281921388
79.77796173095703,-2.9959371089935303
61.16355895996094,-15.403454780578612
97.69718933105467,-13.330047607421877
87.5500259399414,-9.771556854248049
80.87258911132812,-10.034099578857422
69.29560852050781,-7.894989967346191
54.979942321777344,-15.338008880615234
63.38773727416992,-17.60533905029297
72.54891967773438,-9.74034309387207
90.4762725830078,-9.243708610534668
96.01258850097656,-7.472629070281982
78.67543029785156,-11.729255676269531
59.64439392089844,-8.092693328857422
64.08211517333984,-10.639605522155762
56.7529411315918,-16.805770874023438
62.687801361083984,-9.665781021118164
93.71197509765624,-10.215167045593262
71.31163024902344,-4.410555839538574
79.63059997558594,-10.795334815979004
78.61151885986328,-12.099590301513672
77.3573226928711,-8.977218627929688
61.851558685302734,-12.188485145568848
63.102874755859375,-6.813645362854004
51.06295776367188,-14.30829620361328
65.97032928466797,-5.909846305847168
63.55258560180664,-7.459632396697998
73.89348602294922,-14.69300937652588
73.90963745117188,-10.696109771728516
68.897216796875,-13.226963996887209
55.38930892944336,-7.623422622680664
65.73296356201172,-8.438895225524902
58.346038818359375,-2.879751443862915
64.72785949707031,-8.288304328918457
81.96818542480469,-4.480844020843506
57.70847702026367,-8.367960929870605
53.77633285522461,-19.344024658203125
73.4327392578125,-2.048771381378174
64.44886779785156,-3.7352330684661865
44.78153991699219,-14.286571502685549
81.92586517333984,-12.668936729431152
74.2969741821289,-4.1696085929870605
60.505184173583984,-19.797306060791016
39.60310363769531,-6.866763114929199
40.04722213745117,-7.696560859680176
42.08082580566406,-15.606805801391602
58.72067260742188,-4.352789402008057
59.71495056152344,-1.4673054218292236
45.3337516784668,-8.914535522460938
52.64913177490234,-10.026843070983888
77.00166320800781,-10.762744903564451
47.99131774902344,-4.954988956451416
65.93467712402344,-10.083795547485352
65.85307312011719,-10.997560501098633
32.15459060668945,-2.195518970489502
43.34114837646485,-3.15062952041626
52.98644256591797,-7.953113555908203
56.238037109375,-15.193836212158203
29.20114517211914,-15.169519424438477
34.64255905151367,-5.341476440429688
44.145545959472656,-3.747826814651489
43.23785400390625,-12.199016571044922
21.562070846557617,-13.78541374206543
49.19351196289063,-5.26024055480957
28.89226722717285,-6.009208679199219
29.29624366760254,-17.531526565551758
35.25577926635742,-5.349279403686523
37.09994125366211,-1.1763789653778076
55.7544174194336,-7.128965854644775
34.60307312011719,-6.507340908050537
49.23646545410156,-14.998784065246582
10.206893920898438,-11.425958633422852
49.10816192626953,-4.275580883026123
14.941244125366213,-14.81222438812256
42.926063537597656,-1.2790971994400024
54.320220947265625,-1.528253436088562
38.415000915527344,-6.423816680908203
31.96724510192871,-4.806282043457031
34.75093078613281,-7.621993064880371
46.611602783203125,-14.138898849487305
25.797515869140625,-3.974421739578247
47.97895812988281,-6.140252590179443
10.310302734375,-4.921875953674316
71.44039916992188,-12.207781791687012
38.24714660644531,-7.086905956268311
58.92840576171875,-4.565718173980713
25.152624130249023,-6.623595237731934
49.54433441162109,-5.4670186042785645
49.57392883300781,-5.028003692626953
24.79678535461425,-4.536059379577637
45.46937942504883,-1.5276355743408203
26.137351989746094,-5.583728790283203
23.852581024169922,-14.838537216186523
